"Simple average house and mortage price statistics [note 1, 2, 3, 4, 5, 6, 7]",,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes that can be found within the notes worksheet.,,,,,,,,,,,,,,,,,
Period,Region,Region code,New dwellings Price,New dwellings average advance,New dwellings average recorded income of borrowers,Other dwellings Price,Other dwellings average advance,Other dwellings average recorded income of borrowers,All dwellings Price,All dwellings average advance,All dwellings average recorded income of borrowers,First time buyers Price,First time buyers average advance,First time buyers average recorded income of borrowers,Former owner occupiers Price,Former owner occupiers average advance,Former owner occupiers average recorded income of borrowers
2025 Q3,England,E92000001,"343,000 ","242,000 ","77,000 ","366,000 ","255,000 ","79,000 ","364,000 ","254,000 ","79,000 ","278,000 ","221,000 ","64,000 ","467,000 ","294,000 ","97,000 "
2025 Q4,England,E92000001,"351,000 ","253,000 ","79,000 ","361,000 ","254,000 ","77,000 ","359,000 ","254,000 ","77,000 ","279,000 ","222,000 ","63,000 ","452,000 ","290,000 ","93,000 "
1992 Q1,North East,E12000001,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
1992 Q2,North East,E12000001,"75,000 ","48,000 ","24,000 ","47,000 ","35,000 ","17,000 ","49,000 ","36,000 ","18,000 ","39,000 ","33,000 ","16,000 ","58,000 ","38,000 ","19,000 "
1992 Q3,North East,E12000001,"66,000 ","47,000 ","21,000 ","44,000 ","33,000 ","18,000 ","47,000 ","35,000 ","18,000 ","35,000 ","30,000 ","15,000 ","58,000 ","39,000 ","20,000 "
1992 Q4,North East,E12000001,"72,000 ","51,000 ","24,000 ","44,000 ","33,000 ","17,000 ","46,000 ","34,000 ","18,000 ","33,000 ","28,000 ","15,000 ","63,000 ","43,000 ","22,000 "
1993 Q1,North East,E12000001,"69,000 ","55,000 ","25,000 ","44,000 ","34,000 ","17,000 ","47,000 ","36,000 ","18,000 ","37,000 ","32,000 ","16,000 ","60,000 ","42,000 ","21,000 "
1993 Q2,North East,E12000001,"81,000 ","54,000 ","28,000 ","45,000 ","35,000 ","17,000 ","48,000 ","37,000 ","18,000 ","38,000 ","32,000 ","16,000 ","61,000 ","42,000 ","21,000 "
1993 Q3,North East,E12000001,"76,000 ","54,000 ","24,000 ","49,000 ","37,000 ","18,000 ","51,000 ","39,000 ","19,000 ","40,000 ","33,000 ","16,000 ","65,000 ","44,000 ","22,000 "
1993 Q4,North East,E12000001,"69,000 ","47,000 ","23,000 ","44,000 ","34,000 ","18,000 ","48,000 ","36,000 ","18,000 ","34,000 ","30,000 ","15,000 ","62,000 ","41,000 ","21,000 "
1994 Q1,North East,E12000001,"73,000 ","49,000 ","25,000 ","45,000 ","35,000 ","18,000 ","48,000 ","37,000 ","19,000 ","37,000 ","31,000 ","16,000 ","64,000 ","46,000 ","24,000 "
1994 Q2,North East,E12000001,"71,000 ","46,000 ","23,000 ","46,000 ","36,000 ","18,000 ","49,000 ","37,000 ","18,000 ","35,000 ","30,000 ","15,000 ","66,000 ","45,000 ","23,000 "
1994 Q3,North East,E12000001,"68,000 ","43,000 ","22,000 ","45,000 ","35,000 ","18,000 ","47,000 ","36,000 ","18,000 ","37,000 ","31,000 ","16,000 ","64,000 ","43,000 ","22,000 "
1994 Q4,North East,E12000001,"81,000 ","53,000 ","27,000 ","47,000 ","36,000 ","19,000 ","52,000 ","38,000 ","20,000 ","37,000 ","32,000 ","16,000 ","68,000 ","45,000 ","25,000 "
1995 Q1,North East,E12000001,"70,000 ","53,000 ","25,000 ","41,000 ","33,000 ","17,000 ","43,000 ","35,000 ","18,000 ","33,000 ","30,000 ","15,000 ","59,000 ","41,000 ","21,000 "
1995 Q2,North East,E12000001,"66,000 ","53,000 ","24,000 ","45,000 ","34,000 ","18,000 ","47,000 ","37,000 ","18,000 ","35,000 ","32,000 ","15,000 ","63,000 ","42,000 ","22,000 "
1995 Q3,North East,E12000001,"70,000 ","51,000 ","24,000 ","45,000 ","36,000 ","20,000 ","48,000 ","37,000 ","20,000 ","35,000 ","32,000 ","16,000 ","66,000 ","44,000 ","25,000 "
1995 Q4,North East,E12000001,"68,000 ","48,000 ","24,000 ","44,000 ","34,000 ","18,000 ","47,000 ","36,000 ","19,000 ","33,000 ","30,000 ","15,000 ","65,000 ","43,000 ","24,000 "
1996 Q1,North East,E12000001,"68,000 ","49,000 ","24,000 ","47,000 ","36,000 ","18,000 ","50,000 ","38,000 ","19,000 ","35,000 ","32,000 ","15,000 ","69,000 ","45,000 ","23,000 "
1996 Q2,North East,E12000001,"77,000 ","56,000 ","25,000 ","48,000 ","36,000 ","19,000 ","53,000 ","40,000 ","20,000 ","39,000 ","34,000 ","16,000 ","68,000 ","45,000 ","23,000 "
1996 Q3,North East,E12000001,"78,000 ","56,000 ","24,000 ","49,000 ","38,000 ","19,000 ","52,000 ","40,000 ","20,000 ","35,000 ","33,000 ","16,000 ","70,000 ","48,000 ","24,000 "
1996 Q4,North East,E12000001,"70,000 ","52,000 ","24,000 ","46,000 ","37,000 ","18,000 ","48,000 ","38,000 ","19,000 ","36,000 ","33,000 ","16,000 ","65,000 ","46,000 ","23,000 "
1997 Q1,North East,E12000001,"74,000 ","53,000 ","23,000 ","47,000 ","37,000 ","20,000 ","50,000 ","39,000 ","21,000 ","35,000 ","32,000 ","16,000 ","67,000 ","46,000 ","25,000 "
1997 Q2,North East,E12000001,"72,000 ","55,000 ","25,000 ","51,000 ","38,000 ","20,000 ","53,000 ","40,000 ","21,000 ","39,000 ","35,000 ","18,000 ","71,000 ","46,000 ","25,000 "
1997 Q3,North East,E12000001,"73,000 ","54,000 ","25,000 ","50,000 ","40,000 ","20,000 ","52,000 ","41,000 ","21,000 ","36,000 ","32,000 ","16,000 ","71,000 ","51,000 ","26,000 "
1997 Q4,North East,E12000001,"81,000 ","60,000 ","28,000 ","50,000 ","39,000 ","19,000 ","55,000 ","42,000 ","21,000 ","37,000 ","34,000 ","16,000 ","71,000 ","49,000 ","24,000 "
1998 Q1,North East,E12000001,"72,000 ","59,000 ","27,000 ","50,000 ","37,000 ","20,000 ","53,000 ","40,000 ","21,000 ","38,000 ","34,000 ","17,000 ","72,000 ","47,000 ","25,000 "
1998 Q2,North East,E12000001,"68,000 ","56,000 ","25,000 ","55,000 ","41,000 ","22,000 ","57,000 ","43,000 ","22,000 ","44,000 ","38,000 ","19,000 ","74,000 ","49,000 ","26,000 "
1998 Q3,North East,E12000001,"84,000 ","61,000 ","33,000 ","53,000 ","40,000 ","21,000 ","56,000 ","42,000 ","22,000 ","47,000 ","40,000 ","20,000 ","67,000 ","45,000 ","25,000 "
1998 Q4,North East,E12000001,"80,000 ","55,000 ","28,000 ","53,000 ","40,000 ","21,000 ","57,000 ","42,000 ","22,000 ","45,000 ","38,000 ","20,000 ","67,000 ","46,000 ","25,000 "
1999 Q1,North East,E12000001,"83,000 ","68,000 ","28,000 ","55,000 ","43,000 ","21,000 ","58,000 ","46,000 ","22,000 ","47,000 ","40,000 ","19,000 ","74,000 ","54,000 ","26,000 "
1999 Q2,North East,E12000001,"88,000 ","63,000 ","35,000 ","58,000 ","45,000 ","23,000 ","63,000 ","48,000 ","25,000 ","52,000 ","44,000 ","22,000 ","74,000 ","52,000 ","27,000 "
1999 Q3,North East,E12000001,"91,000 ","66,000 ","31,000 ","60,000 ","45,000 ","25,000 ","63,000 ","48,000 ","25,000 ","48,000 ","42,000 ","21,000 ","82,000 ","55,000 ","30,000 "
1999 Q4,North East,E12000001,"79,000 ","55,000 ","26,000 ","59,000 ","45,000 ","24,000 ","62,000 ","46,000 ","24,000 ","45,000 ","38,000 ","20,000 ","80,000 ","55,000 ","28,000 "
2000 Q1,North East,E12000001,"91,000 ","74,000 ","33,000 ","54,000 ","43,000 ","23,000 ","58,000 ","46,000 ","24,000 ","47,000 ","40,000 ","20,000 ","77,000 ","56,000 ","30,000 "
2000 Q2,North East,E12000001,"90,000 ","64,000 ","29,000 ","64,000 ","48,000 ","24,000 ","67,000 ","50,000 ","25,000 ","56,000 ","46,000 ","22,000 ","77,000 ","54,000 ","27,000 "
2000 Q3,North East,E12000001,"90,000 ","69,000 ","32,000 ","61,000 ","47,000 ","25,000 ","64,000 ","49,000 ","26,000 ","50,000 ","43,000 ","22,000 ","78,000 ","55,000 ","30,000 "
2000 Q4,North East,E12000001,"94,000 ","66,000 ","30,000 ","60,000 ","45,000 ","24,000 ","65,000 ","48,000 ","25,000 ","51,000 ","40,000 ","21,000 ","78,000 ","56,000 ","29,000 "
2001 Q1,North East,E12000001,"91,000 ","65,000 ","29,000 ","59,000 ","47,000 ","23,000 ","62,000 ","48,000 ","24,000 ","48,000 ","41,000 ","20,000 ","75,000 ","55,000 ","27,000 "
2001 Q2,North East,E12000001,"96,000 ","76,000 ","31,000 ","68,000 ","50,000 ","26,000 ","69,000 ","52,000 ","26,000 ","54,000 ","45,000 ","22,000 ","85,000 ","59,000 ","30,000 "
2001 Q3,North East,E12000001,"107,000 ","67,000 ","30,000 ","68,000 ","51,000 ","25,000 ","71,000 ","53,000 ","25,000 ","53,000 ","46,000 ","21,000 ","85,000 ","58,000 ","28,000 "
2001 Q4,North East,E12000001,"122,000 ","81,000 ","49,000 ","70,000 ","53,000 ","27,000 ","75,000 ","55,000 ","29,000 ","57,000 ","48,000 ","23,000 ","85,000 ","61,000 ","31,000 "
2002 Q1,North East,E12000001,"116,000 ","89,000 ","38,000 ","64,000 ","47,000 ","23,000 ","69,000 ","50,000 ","25,000 ","53,000 ","45,000 ","22,000 ","82,000 ","57,000 ","27,000 "
2002 Q2,North East,E12000001,"107,000 ","80,000 ","36,000 ","73,000 ","53,000 ","26,000 ","77,000 ","56,000 ","27,000 ","58,000 ","49,000 ","24,000 ","87,000 ","63,000 ","28,000 "
2002 Q3,North East,E12000001,"120,000 ","87,000 ","36,000 ","75,000 ","52,000 ","27,000 ","80,000 ","55,000 ","27,000 ","55,000 ","45,000 ","23,000 ","89,000 ","63,000 ","29,000 "
2002 Q4,North East,E12000001,"144,000 ","101,000 ","39,000 ","81,000 ","58,000 ","28,000 ","87,000 ","62,000 ","29,000 ","67,000 ","57,000 ","26,000 ","100,000 ","67,000 ","31,000 "
2003 Q1,North East,E12000001,"135,000 ","101,000 ","32,000 ","78,000 ","56,000 ","27,000 ","82,000 ","59,000 ","27,000 ","63,000 ","50,000 ","22,000 ","91,000 ","64,000 ","30,000 "
2003 Q2,North East,E12000001,"147,000 ","113,000 ","40,000 ","92,000 ","65,000 ","31,000 ","96,000 ","68,000 ","31,000 ","64,000 ","53,000 ","22,000 ","109,000 ","74,000 ","34,000 "
2003 Q3,North East,E12000001,"162,000 ","113,000 ","43,000 ","103,000 ","69,000 ","31,000 ","107,000 ","71,000 ","32,000 ","63,000 ","50,000 ","21,000 ","118,000 ","77,000 ","33,000 "
2003 Q4,North East,E12000001,"170,000 ","116,000 ","46,000 ","108,000 ","73,000 ","31,000 ","111,000 ","75,000 ","32,000 ","70,000 ","56,000 ","23,000 ","124,000 ","82,000 ","32,000 "
2004 Q1,North East,E12000001,"174,000 ","115,000 ","46,000 ","109,000 ","71,000 ","31,000 ","110,000 ","71,000 ","31,000 ","68,000 ","53,000 ","23,000 ","128,000 ","79,000 ","33,000 "
2004 Q2,North East,E12000001,"181,000 ","121,000 ","45,000 ","123,000 ","79,000 ","32,000 ","126,000 ","79,000 ","33,000 ","80,000 ","62,000 ","23,000 ","138,000 ","85,000 ","34,000 "
2004 Q3,North East,E12000001,"174,000 ","119,000 ","45,000 ","131,000 ","85,000 ","31,000 ","133,000 ","84,000 ","32,000 ","88,000 ","68,000 ","25,000 ","146,000 ","90,000 ","33,000 "
2004 Q4,North East,E12000001,"195,000 ","131,000 ","45,000 ","131,000 ","84,000 ","32,000 ","136,000 ","84,000 ","33,000 ","89,000 ","67,000 ","26,000 ","150,000 ","92,000 ","35,000 "
2005 Q1,North East,E12000001,"163,000 ","108,000 ","40,000 ","131,000 ","84,000 ","32,000 ","132,000 ","82,000 ","32,000 ","89,000 ","67,000 ","27,000 ","147,000 ","88,000 ","34,000 "
2005 Q2,North East,E12000001,"193,000 ","123,000 ","48,000 ","134,000 ","90,000 ","33,000 ","138,000 ","89,000 ","34,000 ","96,000 ","75,000 ","28,000 ","151,000 ","96,000 ","37,000 "
2005 Q3,North East,E12000001,"196,000 ","132,000 ","48,000 ","135,000 ","91,000 ","35,000 ","139,000 ","92,000 ","35,000 ","99,000 ","81,000 ","29,000 ","155,000 ","101,000 ","39,000 "
2005 Q4,North East,E12000001,"185,000 ","132,000 ","53,000 ","129,000 ","93,000 ","37,000 ","131,000 ","95,000 ","38,000 ","91,000 ","81,000 ","30,000 ","164,000 ","107,000 ","43,000 "
2006 Q1,North East,E12000001,"183,000 ","132,000 ","48,000 ","129,000 ","93,000 ","36,000 ","131,000 ","95,000 ","36,000 ","89,000 ","78,000 ","29,000 ","166,000 ","107,000 ","42,000 "
2006 Q2,North East,E12000001,"194,000 ","135,000 ","47,000 ","136,000 ","98,000 ","38,000 ","139,000 ","100,000 ","38,000 ","98,000 ","86,000 ","31,000 ","167,000 ","109,000 ","44,000 "
2006 Q3,North East,E12000001,"182,000 ","127,000 ","44,000 ","144,000 ","102,000 ","39,000 ","147,000 ","103,000 ","40,000 ","101,000 ","88,000 ","31,000 ","177,000 ","113,000 ","45,000 "
2006 Q4,North East,E12000001,"195,000 ","138,000 ","48,000 ","145,000 ","103,000 ","40,000 ","149,000 ","105,000 ","41,000 ","101,000 ","90,000 ","32,000 ","179,000 ","115,000 ","46,000 "
2007 Q1,North East,E12000001,"195,000 ","134,000 ","48,000 ","146,000 ","106,000 ","41,000 ","148,000 ","107,000 ","41,000 ","103,000 ","91,000 ","32,000 ","177,000 ","118,000 ","47,000 "
2007 Q2,North East,E12000001,"197,000 ","138,000 ","50,000 ","147,000 ","106,000 ","40,000 ","150,000 ","108,000 ","40,000 ","108,000 ","94,000 ","32,000 ","175,000 ","117,000 ","45,000 "
2007 Q3,North East,E12000001,"188,000 ","132,000 ","49,000 ","153,000 ","109,000 ","41,000 ","155,000 ","110,000 ","41,000 ","109,000 ","94,000 ","32,000 ","181,000 ","119,000 ","47,000 "
2007 Q4,North East,E12000001,"197,000 ","140,000 ","52,000 ","152,000 ","108,000 ","41,000 ","156,000 ","111,000 ","42,000 ","109,000 ","95,000 ","33,000 ","183,000 ","120,000 ","47,000 "
2008 Q1,North East,E12000001,"197,000 ","134,000 ","52,000 ","152,000 ","107,000 ","41,000 ","154,000 ","109,000 ","41,000 ","108,000 ","93,000 ","32,000 ","182,000 ","118,000 ","47,000 "
2008 Q2,North East,E12000001,"200,000 ","140,000 ","50,000 ","159,000 ","111,000 ","43,000 ","162,000 ","114,000 ","44,000 ","114,000 ","95,000 ","34,000 ","189,000 ","124,000 ","49,000 "
2008 Q3,North East,E12000001,"207,000 ","139,000 ","51,000 ","157,000 ","105,000 ","44,000 ","161,000 ","108,000 ","44,000 ","115,000 ","91,000 ","34,000 ","183,000 ","116,000 ","49,000 "
2008 Q4,North East,E12000001,"188,000 ","125,000 ","47,000 ","154,000 ","102,000 ","43,000 ","157,000 ","103,000 ","43,000 ","113,000 ","88,000 ","34,000 ","179,000 ","111,000 ","48,000 "
2009 Q1,North East,E12000001,"167,000 ","123,000 ","46,000 ","152,000 ","100,000 ","45,000 ","153,000 ","101,000 ","45,000 ","110,000 ","85,000 ","34,000 ","181,000 ","111,000 ","52,000 "
2009 Q2,North East,E12000001,"178,000 ","122,000 ","47,000 ","147,000 ","95,000 ","42,000 ","150,000 ","98,000 ","42,000 ","112,000 ","84,000 ","34,000 ","173,000 ","106,000 ","48,000 "
2009 Q3,North East,E12000001,"190,000 ","122,000 ","46,000 ","155,000 ","100,000 ","44,000 ","158,000 ","101,000 ","45,000 ","113,000 ","83,000 ","34,000 ","179,000 ","110,000 ","50,000 "
2009 Q4,North East,E12000001,"185,000 ","126,000 ","49,000 ","165,000 ","106,000 ","45,000 ","167,000 ","107,000 ","45,000 ","122,000 ","89,000 ","35,000 ","189,000 ","116,000 ","50,000 "
2010 Q1,North East,E12000001,"182,000 ","126,000 ","46,000 ","159,000 ","102,000 ","44,000 ","160,000 ","104,000 ","44,000 ","115,000 ","83,000 ","33,000 ","183,000 ","114,000 ","49,000 "
2010 Q2,North East,E12000001,"181,000 ","123,000 ","47,000 ","164,000 ","105,000 ","45,000 ","165,000 ","106,000 ","45,000 ","116,000 ","89,000 ","35,000 ","189,000 ","115,000 ","50,000 "
2010 Q3,North East,E12000001,"166,000 ","118,000 ","45,000 ","164,000 ","109,000 ","46,000 ","165,000 ","109,000 ","46,000 ","114,000 ","89,000 ","33,000 ","190,000 ","119,000 ","52,000 "
2010 Q4,North East,E12000001,"180,000 ","124,000 ","54,000 ","154,000 ","103,000 ","44,000 ","156,000 ","105,000 ","45,000 ","113,000 ","87,000 ","34,000 ","178,000 ","114,000 ","52,000 "
2011 Q1,North East,E12000001,"158,000 ","109,000 ","40,000 ","157,000 ","103,000 ","46,000 ","154,000 ","103,000 ","45,000 ","108,000 ","83,000 ","35,000 ","181,000 ","115,000 ","51,000 "
2011 Q2,North East,E12000001,"173,000 ","108,000 ","42,000 ","154,000 ","100,000 ","42,000 ","155,000 ","102,000 ","43,000 ","108,000 ","84,000 ","33,000 ","182,000 ","113,000 ","48,000 "
2011 Q3,North East,E12000001,"169,000 ","106,000 ","48,000 ","151,000 ","100,000 ","42,000 ","153,000 ","102,000 ","43,000 ","112,000 ","86,000 ","33,000 ","177,000 ","111,000 ","49,000 "
2011 Q4,North East,E12000001,"173,000 ","118,000 ","47,000 ","148,000 ","102,000 ","42,000 ","151,000 ","104,000 ","42,000 ","110,000 ","86,000 ","34,000 ","174,000 ","114,000 ","47,000 "
2012 Q1,North East,E12000001,"166,000 ","110,000 ","45,000 ","146,000 ","99,000 ","42,000 ","148,000 ","100,000 ","42,000 ","110,000 ","87,000 ","34,000 ","170,000 ","108,000 ","47,000 "
2012 Q2,North East,E12000001,"160,000 ","112,000 ","42,000 ","152,000 ","104,000 ","44,000 ","152,000 ","105,000 ","44,000 ","109,000 ","87,000 ","33,000 ","180,000 ","116,000 ","51,000 "
2012 Q3,North East,E12000001,"167,000 ","115,000 ","44,000 ","157,000 ","108,000 ","45,000 ","158,000 ","109,000 ","45,000 ","111,000 ","90,000 ","35,000 ","185,000 ","120,000 ","52,000 "
2012 Q4,North East,E12000001,"171,000 ","120,000 ","47,000 ","148,000 ","102,000 ","44,000 ","152,000 ","104,000 ","45,000 ","110,000 ","86,000 ","34,000 ","179,000 ","117,000 ","52,000 "
2013 Q1,North East,E12000001,"176,000 ","121,000 ","50,000 ","148,000 ","104,000 ","44,000 ","152,000 ","106,000 ","44,000 ","112,000 ","89,000 ","35,000 ","180,000 ","119,000 ","51,000 "
2013 Q2,North East,E12000001,"173,000 ","118,000 ","47,000 ","152,000 ","107,000 ","44,000 ","155,000 ","108,000 ","44,000 ","113,000 ","91,000 ","34,000 ","183,000 ","120,000 ","51,000 "
2013 Q3,North East,E12000001,"181,000 ","126,000 ","64,000 ","155,000 ","107,000 ","45,000 ","157,000 ","109,000 ","46,000 ","110,000 ","88,000 ","36,000 ","187,000 ","122,000 ","53,000 "
2013 Q4,North East,E12000001,"185,000 ","133,000 ","52,000 ","150,000 ","105,000 ","43,000 ","154,000 ","109,000 ","44,000 ","112,000 ","91,000 ","34,000 ","182,000 ","120,000 ","51,000 "
2014 Q1,North East,E12000001,"195,000 ","134,000 ","52,000 ","151,000 ","108,000 ","44,000 ","154,000 ","109,000 ","44,000 ","112,000 ","91,000 ","34,000 ","183,000 ","123,000 ","52,000 "
2014 Q2,North East,E12000001,"185,000 ","133,000 ","55,000 ","157,000 ","113,000 ","44,000 ","160,000 ","116,000 ","45,000 ","117,000 ","96,000 ","36,000 ","191,000 ","130,000 ","53,000 "
2014 Q3,North East,E12000001,"189,000 ","131,000 ","54,000 ","162,000 ","115,000 ","46,000 ","165,000 ","118,000 ","48,000 ","121,000 ","99,000 ","37,000 ","198,000 ","132,000 ","55,000 "
2014 Q4,North East,E12000001,"187,000 ","134,000 ","53,000 ","162,000 ","116,000 ","48,000 ","167,000 ","120,000 ","49,000 ","123,000 ","99,000 ","38,000 ","199,000 ","135,000 ","56,000 "
2015 Q1,North East,E12000001,"187,000 ","135,000 ","50,000 ","162,000 ","117,000 ","48,000 ","165,000 ","119,000 ","48,000 ","119,000 ","95,000 ","37,000 ","202,000 ","138,000 ","57,000 "
2015 Q2,North East,E12000001,"186,000 ","131,000 ","50,000 ","162,000 ","118,000 ","47,000 ","166,000 ","120,000 ","47,000 ","126,000 ","101,000 ","37,000 ","199,000 ","136,000 ","56,000 "
2015 Q3,North East,E12000001,"200,000 ","141,000 ","54,000 ","169,000 ","122,000 ","48,000 ","173,000 ","124,000 ","49,000 ","125,000 ","100,000 ","38,000 ","209,000 ","142,000 ","58,000 "
2015 Q4,North East,E12000001,"188,000 ","135,000 ","49,000 ","164,000 ","119,000 ","47,000 ","167,000 ","121,000 ","46,000 ","123,000 ","100,000 ","36,000 ","205,000 ","139,000 ","55,000 "
2016 Q1,North East,E12000001,"196,000 ","141,000 ","52,000 ","161,000 ","118,000 ","47,000 ","165,000 ","121,000 ","47,000 ","122,000 ","100,000 ","37,000 ","200,000 ","138,000 ","55,000 "
2016 Q2,North East,E12000001,"197,000 ","138,000 ","49,000 ","159,000 ","118,000 ","45,000 ","165,000 ","121,000 ","46,000 ","128,000 ","103,000 ","37,000 ","204,000 ","139,000 ","54,000 "
2016 Q3,North East,E12000001,"206,000 ","146,000 ","52,000 ","167,000 ","122,000 ","47,000 ","171,000 ","125,000 ","47,000 ","130,000 ","105,000 ","38,000 ","210,000 ","141,000 ","56,000 "
2016 Q4,North East,E12000001,"205,000 ","145,000 ","57,000 ","167,000 ","122,000 ","47,000 ","172,000 ","125,000 ","49,000 ","131,000 ","104,000 ","37,000 ","212,000 ","145,000 ","59,000 "
2017 Q1,North East,E12000001,"209,000 ","143,000 ","50,000 ","157,000 ","117,000 ","45,000 ","165,000 ","122,000 ","46,000 ","126,000 ","101,000 ","37,000 ","207,000 ","143,000 ","55,000 "
2017 Q2,North East,E12000001,"215,000 ","151,000 ","50,000 ","159,000 ","119,000 ","45,000 ","169,000 ","125,000 ","46,000 ","128,000 ","104,000 ","36,000 ","214,000 ","148,000 ","56,000 "
2017 Q3,North East,E12000001,"218,000 ","153,000 ","52,000 ","160,000 ","120,000 ","45,000 ","168,000 ","125,000 ","46,000 ","129,000 ","105,000 ","37,000 ","209,000 ","145,000 ","55,000 "
2017 Q4,North East,E12000001,"216,000 ","151,000 ","52,000 ","157,000 ","118,000 ","44,000 ","168,000 ","124,000 ","45,000 ","127,000 ","104,000 ","36,000 ","210,000 ","146,000 ","55,000 "
2018 Q1,North East,E12000001,"215,000 ","149,000 ","50,000 ","153,000 ","116,000 ","43,000 ","163,000 ","121,000 ","44,000 ","123,000 ","100,000 ","36,000 ","209,000 ","145,000 ","54,000 "
2018 Q2,North East,E12000001,"213,000 ","149,000 ","50,000 ","157,000 ","119,000 ","43,000 ","168,000 ","125,000 ","45,000 ","130,000 ","105,000 ","36,000 ","210,000 ","146,000 ","54,000 "
2018 Q3,North East,E12000001,"227,000 ","158,000 ","55,000 ","162,000 ","122,000 ","46,000 ","173,000 ","128,000 ","47,000 ","130,000 ","107,000 ","37,000 ","215,000 ","149,000 ","57,000 "
2018 Q4,North East,E12000001,"216,000 ","152,000 ","50,000 ","158,000 ","120,000 ","44,000 ","171,000 ","128,000 ","46,000 ","133,000 ","108,000 ","37,000 ","211,000 ","149,000 ","55,000 "
2019 Q1,North East,E12000001,"225,000 ","160,000 ","55,000 ","154,000 ","117,000 ","43,000 ","166,000 ","125,000 ","45,000 ","129,000 ","105,000 ","36,000 ","208,000 ","147,000 ","55,000 "
2019 Q2,North East,E12000001,"220,000 ","155,000 ","53,000 ","157,000 ","121,000 ","44,000 ","170,000 ","128,000 ","46,000 ","134,000 ","109,000 ","38,000 ","211,000 ","150,000 ","55,000 "
2019 Q3,North East,E12000001,"235,000 ","165,000 ","55,000 ","162,000 ","123,000 ","45,000 ","173,000 ","130,000 ","47,000 ","131,000 ","108,000 ","38,000 ","216,000 ","152,000 ","56,000 "
2019 Q4,North East,E12000001,"232,000 ","165,000 ","55,000 ","160,000 ","122,000 ","45,000 ","175,000 ","131,000 ","47,000 ","132,000 ","108,000 ","38,000 ","220,000 ","156,000 ","58,000 "
2020 Q1,North East,E12000001,"239,000 ","170,000 ","57,000 ","156,000 ","121,000 ","45,000 ","170,000 ","129,000 ","47,000 ","128,000 ","106,000 ","38,000 ","216,000 ","154,000 ","57,000 "
